 Time, C00, C01, C02, C03, C04, C05, C06, C08, C09, C10, C11, C12, C13, C14, C15, C16, C18, C19
519955.374,414.8692,0.7830474,68.71616,480.8376,465.3303,203.0346,477.8865,652.359,296.2631,152.2688,881.5793,264.4429,89.80051,2.64795,298.4347,599.8004,1002.937,896.3988
519955.474,389.3716,0.7457593,63.14666,463.2121,439.3917,191.7526,477.7631,744.3154,304.701,141.1553,836.0322,327.165,83.1899,2.452334,363.6515,575.4836,953.7969,877.8198
519955.5741,365.4409,0.7102468,58.02858,442.9557,414.8989,199.5736,472.0146,876.4393,324.7129,130.8529,792.8384,299.6383,77.06591,2.271169,360.99,567.2844,907.0643,890.3275
519955.6741,342.9811,0.6764253,53.32532,415.9197,391.7715,188.4839,476.3645,819.8621,336.0376,121.3024,777.89,274.4276,71.39275,2.103388,367.6848,552.3164,862.6214,846.0848
519955.7742,321.9017,0.6442145,49.00327,482.7263,369.9332,192.1888,509.1575,766.9371,332.9799,133.9829,737.7001,251.338,66.13721,1.948001,352.8434,541.9828,820.3561,842.2927
519955.8743,302.1178,0.6135374,45.03152,501.6947,349.3123,188.0342,537.9525,717.4286,311.9279,208.8217,725.5094,288.5639,61.26855,1.804094,389.5622,529.5749,799.2466,831.422
519955.9743,313.1605,0.5843212,143.6952,743.7717,329.8408,239.4173,630.7405,671.1161,292.2069,193.5806,688.0258,337.7909,56.7583,1.670817,365.8937,536.7211,760.0864,850.6196
519956.0744,318.2721,0.5564963,157.2042,839.5701,311.4547,278.2148,680.6453,627.7932,273.7327,179.4519,652.4787,319.1557,52.58007,1.547386,343.6632,536.1611,758.7024,850.8149
519956.1744,332.1706,0.5299963,144.4627,853.1649,294.0934,262.7553,679.8115,587.267,256.4265,166.3544,636.3248,312.0277,48.70942,1.433074,368.5323,558.2611,733.4736,880.863
519956.2745,327.8883,0.5047583,132.7539,810.4163,360.3896,248.1549,669.5169,549.3568,240.2144,154.2128,603.4489,285.7746,45.1237,1.327206,401.8967,531.5234,731.3737,977.2093
519956.3746,307.7365,0.4807221,121.9941,760.9522,402.9325,234.3657,644.7431,513.8939,272.1808,142.9574,572.2715,261.7303,41.80194,1.22916,479.4517,517.638,695.539,1010.518
519956.4746,300.8022,0.4578304,178.989,714.5071,380.4721,221.3427,610.6063,480.7202,273.3175,132.5235,542.7049,239.7091,38.72471,1.138356,450.3218,561.0589,688.0847,1019.674
519956.5747,302.0275,0.4360289,164.4819,688.7401,359.2637,209.0434,651.4125,449.688,280.5056,122.8511,544.9487,219.5406,35.87401,1.054261,422.9618,527.4645,704.446,998.7952
519956.6748,283.4651,0.4152655,151.1505,646.7025,339.2374,197.4276,670.4984,420.6591,289.014,113.8847,559.2433,258.0985,33.23317,0.9763778,397.264,532.1797,704.4009,939.596
519956.7748,287.6985,0.3954909,159.7657,607.2308,320.3275,204.227,710.6867,393.5041,270.7416,105.5726,542.6578,236.3828,30.78672,0.9042485,373.1276,525.5434,676.4736,883.9056
519956.8749,270.0167,0.3766579,198.5323,591.0822,302.4717,198.032,794.4739,368.102,253.6245,97.8673,514.6212,216.4943,28.52037,0.8374476,350.4577,518.4992,687.7476,831.5159
519956.9749,283.4763,0.3587217,217.8436,555.0052,285.6112,206.4027,775.2783,344.3398,257.2333,90.72434,504.7784,198.2791,26.42086,0.7755816,329.1651,487.4532,654.0505,811.879
519957.075,301.4072,0.3416396,261.763,521.1302,338.5529,234.811,792.1683,322.1114,240.9702,84.10272,508.5763,181.5964,24.4759,0.718286,309.1661,472.6811,644.3126,785.093
519957.1751,325.4066,0.325371,240.5469,489.3228,319.6812,285.4952,750.2259,301.318,225.7354,77.96439,482.3005,166.3174,22.67412,0.6652229,311.9977,473.4152,644.0532,821.9374
519957.2751,305.4073,0.3098771,221.0504,459.4567,301.8614,293.6283,710.5042,281.8669,211.4637,72.27406,489.3656,178.6432,21.00498,0.6160799,332.8021,445.0687,612.4969,816.0143
519957.3752,346.1703,0.295121,203.1341,431.4136,285.0349,340.8951,672.8856,263.6714,198.0943,66.99905,479.1665,163.6126,19.45871,0.5705674,312.5822,418.4194,600.6348,821.0228
519957.4752,365.0899,0.2810675,186.67,405.0821,269.1464,327.9572,637.2587,246.6505,230.5384,62.10905,454.4102,241.0919,18.02627,0.528417,361.8224,406.0979,571.2059,842.4732
519957.5753,342.6516,0.2676833,171.5402,380.3577,254.1435,331.5739,603.5181,349.9503,278.0807,57.57594,457.6243,220.8071,16.69927,0.4893804,355.9167,394.8919,594.7263,832.1025
519957.6754,321.5925,0.2549364,157.6368,357.1424,239.977,313.1494,571.564,444.0643,289.4298,53.3737,464.5217,224.7079,15.46996,0.4532277,362.1852,387.4113,611.5023,782.7833
519957.7754,301.8275,0.2427965,144.8602,335.3441,226.6001,309.2921,541.3018,473.6992,296.1756,49.47815,483.1571,208.381,14.33115,0.4197457,373.403,364.2144,655.2863,769.8414
519957.8755,283.2774,0.2312347,133.1192,314.8762,259.3039,292.1057,512.6418,592.6976,277.4505,45.86693,492.4417,242.8872,13.27617,0.3887373,362.8547,411.0211,623.1796,724.2124
519957.9756,265.8673,0.2202235,122.3298,371.4581,282.8738,304.5532,485.4993,554.437,259.9092,42.51928,466.9995,246.9173,12.29885,0.3600195,358.4737,413.4359,650.3266,681.2879
519958.0756,281.4048,0.2097366,112.4149,434.7139,267.1057,352.6802,490.8298,518.6461,243.477,39.41596,450.0733,286.9048,11.39348,0.3334232,384.6487,388.6808,618.463,671.3281
